Application ID,No Changes?,Jan Direct (AF),Jan Storage (AF),Comments
A004228,FALSE,10000,2090,"(1) Reported figures are based on: projected diversion and storage of flow into Pardee based on projected median hydrology (50% exceedance forecast), estimated demand, and operational assumptions. Actual diversion and storage may vary from reported projection if actual conditions differ substantially from median hydrology, the demand estimate, and operational assumptions. (2) Demand projection assumes 10% mandatory conservation by EBMUD’s customers. (3) January 2023 projected diversion demand is also below seasonal norm because planned aqueduct outage for maintenance work is expected to reduce conveyance capacity."
A004237,FALSE,0,0,
A004275,FALSE,0,0,"This license is supplemental to the riparian, pre-1914 appropriative and other water related rights and/or claims associated with the lands within the place of use of this license.  Estimated and/or measured water diversion amounts under those other water related rights for the instant reporting year will be reported in the annual Supplemental Statement of Water Diversion and Use for that year for the Statement Number(s) that has(have) been assigned to the point(s) of diversion that provide(s) water to the place of use of this license under those other rights and/or claims. 

To avoid duplicative reporting of diversion amounts for the place of use of this license under this license report and that(those) Statement Number report(s), the number “0.1” is reported for the amounts directly diverted and/or projected to be directly diverted as a placeholder in this report. 

The actual estimated and/or measured diversion amounts that were made under this license during the months authorized under this license, and during times when this license is not curtailed, will be the diversion amounts reported for those months in said Statement Number report(s) for the instant reporting year, and capped, if necessary, by the maximum monthly diversion amounts allowable under this license to the extent any of the monthly diversion amounts in said Statement Number report(s) exceed those maximum amounts.

This reporting methodology is adopted voluntarily to eliminate duplicative reporting consistent with the Delta Watermaster’s “Consensus Strategy for Avoiding Duplicative Reporting of Water Diversion and Use in the Delta,” dated February 1, 2021.  The use of this reporting methodology does not commit the owner to use this methodology in the future, nor does it waive or impair any of the owner’s rights to divert and use water pursuant to this license or pursuant to any other water related rights. 

"
A004276,FALSE,0,0,"This license is supplemental to the riparian, pre-1914 appropriative and other water related rights and/or claims associated with the lands within the place of use of this license.  Estimated and/or measured water diversion amounts under those other water related rights for the instant reporting year will be reported in the annual Supplemental Statement of Water Diversion and Use for that year for the Statement Number(s) that has(have) been assigned to the point(s) of diversion that provide(s) water to the place of use of this license under those other rights and/or claims. 

To avoid duplicative reporting of diversion amounts for the place of use of this license under this license report and that(those) Statement Number report(s), the number “0.1” is reported for the amounts directly diverted and/or projected to be directly diverted as a placeholder in this report. 

The actual estimated and/or measured diversion amounts that were made under this license during the months authorized under this license, and during times when this license is not curtailed, will be the diversion amounts reported for those months in said Statement Number report(s) for the instant reporting year, and capped, if necessary, by the maximum monthly diversion amounts allowable under this license to the extent any of the monthly diversion amounts in said Statement Number report(s) exceed those maximum amounts.

This reporting methodology is adopted voluntarily to eliminate duplicative reporting consistent with the Delta Watermaster’s “Consensus Strategy for Avoiding Duplicative Reporting of Water Diversion and Use in the Delta,” dated February 1, 2021.  The use of this reporting methodology does not commit the owner to use this methodology in the future, nor does it waive or impair any of the owner’s rights to divert and use water pursuant to this license or pursuant to any other water related rights. 

"
A004309,TRUE,0,0,"The data submitted above is provisional and based on the best information available at the time they are submitted. These values may be updated/revised in the future reports, including annual water right reports, based upon further review of the data.																										
"
A004310,TRUE,0,0,"The data submitted above is provisional and based on the best information available at the time they are submitted. These values may be updated/revised in the future reports, including annual water right reports, based upon further review of the data.																										
"
A004432,FALSE,0,0,"This license is supplemental to the riparian, pre-1914 appropriative and other water related rights and/or claims associated with the lands within the place of use of this license.  Estimated and/or measured water diversion amounts under those other water related rights for the instant reporting year will be reported in the annual Supplemental Statement of Water Diversion and Use for that year for the Statement Number(s) that has(have) been assigned to the point(s) of diversion that provide(s) water to the place of use of this license under those other rights and/or claims. 

To avoid duplicative reporting of diversion amounts for the place of use of this license under this license report and that(those) Statement Number report(s), the number “0.1” is reported for the amounts directly diverted and/or projected to be directly diverted as a placeholder in this report. 

The actual estimated and/or measured diversion amounts that were made under this license during the months authorized under this license, and during times when this license is not curtailed, will be the diversion amounts reported for those months in said Statement Number report(s) for the instant reporting year, and capped, if necessary, by the maximum monthly diversion amounts allowable under this license to the extent any of the monthly diversion amounts in said Statement Number report(s) exceed those maximum amounts.

This reporting methodology is adopted voluntarily to eliminate duplicative reporting consistent with the Delta Watermaster’s “Consensus Strategy for Avoiding Duplicative Reporting of Water Diversion and Use in the Delta,” dated February 1, 2021.  The use of this reporting methodology does not commit the owner to use this methodology in the future, nor does it waive or impair any of the owner’s rights to divert and use water pursuant to this license or pursuant to any other water related rights. 

"
A004441,TRUE,0,88,
A004452,FALSE,0,0,"This license is supplemental to the riparian, pre-1914 appropriative and other water related rights and/or claims associated with the lands within the place of use of this license.  Estimated and/or measured water diversion amounts under those other water related rights for the instant reporting year will be reported in the annual Supplemental Statement of Water Diversion and Use for that year for the Statement Number(s) that has(have) been assigned to the point(s) of diversion that provide(s) water to the place of use of this license under those other rights and/or claims. 

To avoid duplicative reporting of diversion amounts for the place of use of this license under this license report and that(those) Statement Number report(s), the number “0.1” is reported for the amounts directly diverted and/or projected to be directly diverted as a placeholder in this report. 

The actual estimated and/or measured diversion amounts that were made under this license during the months authorized under this license, and during times when this license is not curtailed, will be the diversion amounts reported for those months in said Statement Number report(s) for the instant reporting year, and capped, if necessary, by the maximum monthly diversion amounts allowable under this license to the extent any of the monthly diversion amounts in said Statement Number report(s) exceed those maximum amounts.

This reporting methodology is adopted voluntarily to eliminate duplicative reporting consistent with the Delta Watermaster’s “Consensus Strategy for Avoiding Duplicative Reporting of Water Diversion and Use in the Delta,” dated February 1, 2021.  The use of this reporting methodology does not commit the owner to use this methodology in the future, nor does it waive or impair any of the owner’s rights to divert and use water pursuant to this license or pursuant to any other water related rights. 
"
A004491,TRUE,0,0,
A004513,FALSE,0,0,"This license is supplemental to the riparian, pre-1914 appropriative and other water related rights and/or claims associated with the lands within the place of use of this license.  Estimated and/or measured water diversion amounts under those other water related rights for the instant reporting year will be reported in the annual Supplemental Statement of Water Diversion and Use for that year for the Statement Number(s) that has(have) been assigned to the point(s) of diversion that provide(s) water to the place of use of this license under those other rights and/or claims. 

To avoid duplicative reporting of diversion amounts for the place of use of this license under this license report and that(those) Statement Number report(s), the number “0.1” is reported for the amounts directly diverted and/or projected to be directly diverted as a placeholder in this report. 

The actual estimated and/or measured diversion amounts that were made under this license during the months authorized under this license, and during times when this license is not curtailed, will be the diversion amounts reported for those months in said Statement Number report(s) for the instant reporting year, and capped, if necessary, by the maximum monthly diversion amounts allowable under this license to the extent any of the monthly diversion amounts in said Statement Number report(s) exceed those maximum amounts.

This reporting methodology is adopted voluntarily to eliminate duplicative reporting consistent with the Delta Watermaster’s “Consensus Strategy for Avoiding Duplicative Reporting of Water Diversion and Use in the Delta,” dated February 1, 2021.  The use of this reporting methodology does not commit the owner to use this methodology in the future, nor does it waive or impair any of the owner’s rights to divert and use water pursuant to this license or pursuant to any other water related rights. 

"
A004598,TRUE,0,0,
A004637,FALSE,0,0,"This license is supplemental to the riparian, pre-1914 appropriative and other water related rights and/or claims associated with the lands within the place of use of this license.  Estimated and/or measured water diversion amounts under those other water related rights for the instant reporting year will be reported in the annual Supplemental Statement of Water Diversion and Use for that year for the Statement Number(s) that has(have) been assigned to the point(s) of diversion that provide(s) water to the place of use of this license under those other rights and/or claims. 

To avoid duplicative reporting of diversion amounts for the place of use of this license under this license report and that(those) Statement Number report(s), the number “0.1” is reported for the amounts directly diverted and/or projected to be directly diverted as a placeholder in this report. 

The actual estimated and/or measured diversion amounts that were made under this license during the months authorized under this license, and during times when this license is not curtailed, will be the diversion amounts reported for those months in said Statement Number report(s) for the instant reporting year, and capped, if necessary, by the maximum monthly diversion amounts allowable under this license to the extent any of the monthly diversion amounts in said Statement Number report(s) exceed those maximum amounts.

This reporting methodology is adopted voluntarily to eliminate duplicative reporting consistent with the Delta Watermaster’s “Consensus Strategy for Avoiding Duplicative Reporting of Water Diversion and Use in the Delta,” dated February 1, 2021.  The use of this reporting methodology does not commit the owner to use this methodology in the future, nor does it waive or impair any of the owner’s rights to divert and use water pursuant to this license or pursuant to any other water related rights. 
"
A004768,FALSE,0,0,"Reported quantities are based projected median hydrology (50% exceedance forecast). Diversion to storage is overlapped with M&I rights and reported under M&I water right A4228.
"
A004871,TRUE,0,0,
A004901,TRUE,0,0,
